0.000000	0.000000	0.000000	0.000000	1.378902	0.000000	1.378902	0.000000	1.901372	0.000000
1.000000	0.000000	-1.000000	0.000000	-0.184088	-0.061914	0.194221	0.000000	0.237519	0.000000
1.000000	0.000000	0.000000	0.000000	0.798195	0.000000	0.798195	0.000000	0.237519	0.000000
1.000000	0.000000	1.000000	0.000000	0.184088	-0.061914	0.194221	0.000000	0.237519	0.000000
2.000000	0.000000	-2.000000	0.000000	0.380057	0.022264	0.380709	0.000000	0.176682	0.000000
2.000000	0.000000	-1.000000	0.000000	-0.436182	-0.116968	0.451593	0.000000	0.176682	0.000000
2.000000	0.000000	0.000000	0.000000	-0.430883	0.000000	0.430883	0.000000	0.176682	0.000000
2.000000	0.000000	1.000000	0.000000	0.436182	-0.116968	0.451593	0.000000	0.176682	0.000000
2.000000	0.000000	2.000000	0.000000	0.380057	-0.022264	0.380709	0.000000	0.176682	0.000000
3.000000	0.000000	-3.000000	0.000000	0.173001	0.050577	0.180242	0.000000	0.053783	0.000000
3.000000	0.000000	-2.000000	0.000000	0.057601	-0.024113	0.062444	0.000000	0.053783	0.000000
3.000000	0.000000	-1.000000	0.000000	-0.332173	-0.065224	0.338516	0.000000	0.053783	0.000000
3.000000	0.000000	0.000000	0.000000	-0.272979	0.000000	0.272979	0.000000	0.053783	0.000000
3.000000	0.000000	1.000000	0.000000	0.332173	-0.065224	0.338516	0.000000	0.053783	0.000000
3.000000	0.000000	2.000000	0.000000	0.057601	0.024113	0.062444	0.000000	0.053783	0.000000
3.000000	0.000000	3.000000	0.000000	-0.173001	0.050577	0.180242	0.000000	0.053783	0.000000
4.000000	0.000000	-4.000000	0.000000	-0.125199	-0.061171	0.139344	0.000000	0.037350	0.000000
4.000000	0.000000	-3.000000	0.000000	0.199025	0.070488	0.211139	0.000000	0.037350	0.000000
4.000000	0.000000	-2.000000	0.000000	-0.244396	-0.030037	0.246235	0.000000	0.037350	0.000000
4.000000	0.000000	-1.000000	0.000000	-0.008299	0.028240	0.029435	0.000000	0.037350	0.000000
4.000000	0.000000	0.000000	0.000000	0.291829	0.000000	0.291829	0.000000	0.037350	0.000000
